INSERT INTO `hnk` (`ID`,`helyseg`, `jogallas`, `megye`, `jaras`, `terulet`, `nepesseg`, `lakas`) VALUES
('1457', 'Kosd', 'község', 'Pest', 'Váci', '3409', '2438', '935'),
('1458', 'Kóspallag', 'község', 'Pest', 'Szobi', '1277', '770', '313'),
('1459', 'Kótaj', 'község', 'Szabolcs-Szatmár-Bereg', 'Nyíregyházi', '2593', '4491', '1530'),
('1460', 'Kovácshida', 'község', 'Baranya', 'Siklósi', '809', '239', '94'),
('1461', 'Kovácsszénája', 'község', 'Baranya', 'Pécsi', '783', '56', '44'),
('1462', 'Kovácsvágás', 'község', 'Borsod-Abaúj-Zemplén', 'Sátoraljaújhelyi', '2108', '607', '220'),
('1463', 'Kozárd', 'község', 'Nógrád', 'Pásztói', '644', '175', '130'),
('1464', 'Kozármisleny', 'város', 'Baranya', 'Pécsi', '1445', '6695', '2295'),
('1465', 'Kozmadombja', 'község', 'Zala', 'Lenti', '763', '21', '32'),
('1466', 'Köblény', 'község', 'Baranya', 'Komlói', '804', '184', '106'),
('1467', 'Köcsk', 'község', 'Vas', 'Celldömölki', '1258', '226', '165'),
('1468', 'Kökény', 'község', 'Baranya', 'Pécsi', '490', '594', '225'),
('1469', 'Kõkút', 'község', 'Somogy', 'Kaposvári', '2023', '529', '129'),
('1470', 'Kölcse', 'nagyközség', 'Szabolcs-Szatmár-Bereg', 'Fehérgyarmati', '2824', '1340', '539'),
('1471', 'Kölesd', 'község', 'Tolna', 'Szekszárdi', '3813', '1416', '612'),
('1472', 'Kölked', 'község', 'Baranya', 'Mohácsi', '6194', '986', '384'),
('1473', 'Kömlõ', 'község', 'Heves', 'Hevesi', '4922', '1945', '679'),
('1474', 'Kömlõd', 'község', 'Komárom-Esztergom', 'Oroszlányi', '2284', '1092', '400'),
('1475', 'Kömörõ', 'község', 'Szabolcs-Szatmár-Bereg', 'Fehérgyarmati', '1637', '571', '237'),
('1476', 'Kömpöc', 'község', 'Bács-Kiskun', 'Kiskunmajsai', '2998', '630', '362'),
('1477', 'Körmend', 'város', 'Vas', 'Körmendi', '5279', '10644', '5133'),
('1478', 'Környe', 'község', 'Komárom-Esztergom', 'Tatabányai', '4537', '4695', '1767'),
('1479', 'Köröm', 'község', 'Borsod-Abaúj-Zemplén', 'Miskolci', '834', '1276', '342'),
('1480', 'Kõröshegy', 'község', 'Somogy', 'Siófoki', '2139', '1339', '648'),
('1481', 'Körösladány', 'város', 'Békés', 'Szeghalmi', '12379', '4167', '1949'),
('1482', 'Körösnagyharsány', 'község', 'Békés', 'Sarkadi', '1991', '415', '336'),
('1483', 'Köröstarcsa', 'község', 'Békés', 'Békési', '6280', '2217', '1201'),
('1484', 'Kõröstetétlen', 'község', 'Pest', 'Ceglédi', '3265', '820', '374'),
('1485', 'Körösújfalu', 'község', 'Békés', 'Szeghalmi', '2530', '352', '269'),
('1486', 'Körösszakál', 'község', 'Hajdú-Bihar', 'Berettyóújfalui', '1502', '711', '355'),
('1487', 'Körösszegapáti', 'község', 'Hajdú-Bihar', 'Berettyóújfalui', '4585', '909', '493'),
('1488', 'Kõszárhegy', 'község', 'Fejér', 'Székesfehérvári', '590', '1577', '574'),
('1489', 'Kõszeg', 'város', 'Vas', 'Kõszegi', '5466', '11911', '5068'),
('1490', 'Kõszegdoroszló', 'község', 'Vas', 'Kõszegi', '965', '300', '107'),
('1491', 'Kõszegpaty', 'község', 'Vas', 'Kõszegi', '1225', '178', '80'),
('1492', 'Kõszegszerdahely', 'község', 'Vas', 'Kõszegi', '737', '534', '203'),
('1493', 'Kötcse', 'község', 'Somogy', 'Siófoki', '1954', '481', '249'),
('1494', 'Kötegyán', 'község', 'Békés', 'Sarkadi', '4295', '1249', '706'),
('1495', 'Kõtelek', 'község', 'Jász-Nagykun-Szolnok', 'Szolnoki', '4514', '1612', '811'),
('1496', 'Kõvágóörs', 'község', 'Veszprém', 'Tapolcai', '2209', '688', '367'),
('1497', 'Kõvágószõlõs', 'község', 'Baranya', 'Pécsi', '1825', '1288', '526'),
('1498', 'Kõvágótöttös', 'község', 'Baranya', 'Pécsi', '1394', '320', '130'),
('1499', 'Kövegy', 'község', 'Csongrád-Csanád', 'Makói', '971', '331', '229'),
('1500', 'Köveskál', 'község', 'Veszprém', 'Tapolcai', '1449', '323', '177'),
('1501', 'Krasznokvajda', 'község', 'Borsod-Abaúj-Zemplén', 'Encsi', '1144', '483', '203'),
('1502', 'Kulcs', 'község', 'Fejér', 'Dunaújvárosi', '1673', '3504', '1104'),
('1503', 'Kunadacs', 'község', 'Bács-Kiskun', 'Kunszentmiklósi', '8990', '1379', '644'),
('1504', 'Kunágota', 'község', 'Békés', 'Mezõkovácsházai', '6396', '2313', '1319'),
('1505', 'Kunbaja', 'község', 'Bács-Kiskun', 'Bácsalmási', '3372', '1393', '736'),
('1506', 'Kunbaracs', 'község', 'Bács-Kiskun', 'Kecskeméti', '5511', '653', '295'),
('1507', 'Kuncsorba', 'község', 'Jász-Nagykun-Szolnok', 'Törökszentmiklósi', '3363', '534', '296'),
('1508', 'Kunfehértó', 'község', 'Bács-Kiskun', 'Kiskunhalasi', '7837', '2135', '965'),
('1509', 'Kunhegyes', 'város', 'Jász-Nagykun-Szolnok', 'Kunhegyesi', '14893', '7092', '3344'),
('1510', 'Kunmadaras', 'nagyközség', 'Jász-Nagykun-Szolnok', 'Karcagi', '15355', '4916', '2066'),
('1511', 'Kunpeszér', 'község', 'Bács-Kiskun', 'Kunszentmiklósi', '7755', '680', '304'),
('1512', 'Kunszállás', 'község', 'Bács-Kiskun', 'Kecskeméti', '2085', '1728', '764'),
('1513', 'Kunszentmárton', 'város', 'Jász-Nagykun-Szolnok', 'Kunszentmártoni', '14365', '7659', '3993'),
('1514', 'Kunszentmiklós', 'város', 'Bács-Kiskun', 'Kunszentmiklósi', '17211', '8223', '3553'),
('1515', 'Kunsziget', 'község', 'Gyõr-Moson-Sopron', 'Gyõri', '1787', '1438', '498'),
('1516', 'Kup', 'község', 'Veszprém', 'Pápai', '2478', '424', '176'),
('1517', 'Kupa', 'község', 'Borsod-Abaúj-Zemplén', 'Szikszói', '784', '156', '77'),
('1518', 'Kurd', 'község', 'Tolna', 'Dombóvári', '3119', '1030', '480'),
('1519', 'Kurityán', 'község', 'Borsod-Abaúj-Zemplén', 'Kazincbarcikai', '754', '1469', '605'),
('1520', 'Kustánszeg', 'község', 'Zala', 'Zalaegerszegi', '1142', '428', '216'),
('1521', 'Kutas', 'község', 'Somogy', 'Nagyatádi', '3655', '1351', '522'),
('1522', 'Kutasó', 'község', 'Nógrád', 'Pásztói', '605', '92', '75'),
('1523', 'Kübekháza', 'község', 'Csongrád-Csanád', 'Szegedi', '2732', '1491', '582'),
('1524', 'Külsõsárd', 'község', 'Zala', 'Lenti', '152', '69', '36'),
('1525', 'Külsõvat', 'község', 'Veszprém', 'Pápai', '1931', '976', '256'),
('1526', 'Küngös', 'község', 'Veszprém', 'Balatonalmádi', '948', '452', '183'),
('1527', 'Lábatlan', 'város', 'Komárom-Esztergom', 'Esztergomi', '2637', '4865', '2090'),
('1528', 'Lábod', 'község', 'Somogy', 'Nagyatádi', '6651', '1752', '745'),
('1529', 'Lácacséke', 'község', 'Borsod-Abaúj-Zemplén', 'Cigándi', '1625', '265', '133'),
('1530', 'Lad', 'község', 'Somogy', 'Barcsi', '2235', '539', '274'),
('1531', 'Ladánybene', 'község', 'Bács-Kiskun', 'Kecskeméti', '4074', '1618', '729'),
('1532', 'Ládbesenyõ', 'község', 'Borsod-Abaúj-Zemplén', 'Edelényi', '1040', '289', '122'),
('1533', 'Lajoskomárom', 'nagyközség', 'Fejér', 'Enyingi', '7567', '2098', '877'),
('1534', 'Lajosmizse', 'város', 'Bács-Kiskun', 'Kecskeméti', '16466', '11504', '4978'),
('1535', 'Lak', 'község', 'Borsod-Abaúj-Zemplén', 'Edelényi', '1976', '647', '209'),
('1536', 'Lakhegy', 'község', 'Zala', 'Zalaegerszegi', '860', '427', '206'),
('1537', 'Lakitelek', 'nagyközség', 'Bács-Kiskun', 'Tiszakécskei', '5466', '4903', '2070'),
('1538', 'Lakócsa', 'község', 'Somogy', 'Barcsi', '2532', '490', '249'),
('1539', 'Lánycsók', 'község', 'Baranya', 'Mohácsi', '2540', '2360', '869'),
('1540', 'Lápafõ', 'község', 'Tolna', 'Dombóvári', '931', '152', '85'),
('1541', 'Lapáncsa', 'község', 'Baranya', 'Siklósi', '436', '164', '75'),
('1542', 'Laskod', 'község', 'Szabolcs-Szatmár-Bereg', 'Baktalórántházai', '1359', '831', '401'),
('1543', 'Lasztonya', 'község', 'Zala', 'Letenyei', '877', '41', '56'),
('1544', 'Látrány', 'község', 'Somogy', 'Fonyódi', '2231', '1378', '590'),
('1545', 'Lázi', 'község', 'Gyõr-Moson-Sopron', 'Pannonhalmi', '1679', '529', '234'),
('1546', 'Leányfalu', 'nagyközség', 'Pest', 'Szentendrei', '1537', '4039', '1461'),
('1547', 'Leányvár', 'község', 'Komárom-Esztergom', 'Esztergomi', '725', '1844', '645'),
('1548', 'Lébény', 'város', 'Gyõr-Moson-Sopron', 'Mosonmagyaróvári', '8139', '3391', '1302'),
('1549', 'Legénd', 'község', 'Nógrád', 'Rétsági', '1841', '475', '250'),
('1550', 'Legyesbénye', 'község', 'Borsod-Abaúj-Zemplén', 'Szerencsi', '2031', '1357', '626'),
('1551', 'Léh', 'község', 'Borsod-Abaúj-Zemplén', 'Szikszói', '843', '376', '150'),
('1552', 'Lénárddaróc', 'község', 'Borsod-Abaúj-Zemplén', 'Ózdi', '516', '244', '157'),
('1553', 'Lendvadedes', 'község', 'Zala', 'Lenti', '402', '27', '20'),
('1554', 'Lendvajakabfa', 'község', 'Zala', 'Lenti', '620', '27', '45'),
('1555', 'Lengyel', 'község', 'Tolna', 'Bonyhádi', '2003', '495', '239'),
('1556', 'Lengyeltóti', 'város', 'Somogy', 'Fonyódi', '3957', '2819', '1200'),
('1557', 'Lenti', 'város', 'Zala', 'Lenti', '7379', '7056', '3545'),
('1558', 'Lepsény', 'nagyközség', 'Fejér', 'Enyingi', '3908', '2937', '1226'),
('1559', 'Lesencefalu', 'község', 'Veszprém', 'Tapolcai', '718', '294', '152'),
('1560', 'Lesenceistvánd', 'község', 'Veszprém', 'Tapolcai', '1738', '975', '390'),
('1561', 'Lesencetomaj', 'község', 'Veszprém', 'Tapolcai', '2408', '1073', '384'),
('1562', 'Létavértes', 'város', 'Hajdú-Bihar', 'Derecskei', '11661', '7112', '2670'),
('1563', 'Letenye', 'város', 'Zala', 'Letenyei', '4174', '3820', '1595'),
('1564', 'Letkés', 'község', 'Pest', 'Szobi', '2456', '1069', '435'),
('1565', 'Levél', 'község', 'Gyõr-Moson-Sopron', 'Mosonmagyaróvári', '2492', '2257', '787'),
('1566', 'Levelek', 'nagyközség', 'Szabolcs-Szatmár-Bereg', 'Baktalórántházai', '2572', '2875', '960'),
('1567', 'Libickozma', 'község', 'Somogy', 'Marcali', '2297', '26', '48'),
('1568', 'Lickóvadamos', 'község', 'Zala', 'Zalaegerszegi', '669', '188', '126'),
('1569', 'Liget', 'község', 'Baranya', 'Komlói', '1207', '378', '142'),
('1570', 'Ligetfalva', 'község', 'Zala', 'Keszthelyi', '473', '56', '33'),
('1571', 'Lipót', 'község', 'Gyõr-Moson-Sopron', 'Mosonmagyaróvári', '1609', '824', '293'),
('1572', 'Lippó', 'község', 'Baranya', 'Mohácsi', '1453', '447', '206'),
('1573', 'Liptód', 'község', 'Baranya', 'Bólyi', '1499', '185', '132'),
('1574', 'Lispeszentadorján', 'község', 'Zala', 'Letenyei', '914', '236', '171'),
('1575', 'Liszó', 'község', 'Zala', 'Nagykanizsai', '2591', '357', '167'),
('1576', 'Litér', 'község', 'Veszprém', 'Balatonalmádi', '1283', '2210', '767'),
('1577', 'Litka', 'község', 'Borsod-Abaúj-Zemplén', 'Encsi', '666', '20', '46'),
('1578', 'Litke', 'község', 'Nógrád', 'Salgótarjáni', '1816', '824', '340'),
('1579', 'Lócs', 'község', 'Vas', 'Kõszegi', '513', '138', '103'),
('1580', 'Lókút', 'község', 'Veszprém', 'Zirci', '1811', '437', '205'),
('1581', 'Lónya', 'község', 'Szabolcs-Szatmár-Bereg', 'Vásárosnaményi', '3548', '1052', '394'),
('1582', 'Lórév', 'község', 'Pest', 'Ráckevei', '988', '297', '129'),
('1583', 'Lothárd', 'község', 'Baranya', 'Pécsi', '1046', '230', '110'),
('1584', 'Lovas', 'község', 'Veszprém', 'Balatonfüredi', '595', '533', '194'),
('1585', 'Lovasberény', 'község', 'Fejér', 'Székesfehérvári', '6062', '2620', '1150'),
('1586', 'Lovászhetény', 'község', 'Baranya', 'Pécsváradi', '895', '314', '113'),
('1587', 'Lovászi', 'község', 'Zala', 'Lenti', '967', '1225', '584'),
('1588', 'Lovászpatona', 'község', 'Veszprém', 'Pápai', '4990', '1112', '513'),
('1589', 'Lõkösháza', 'község', 'Békés', 'Gyulai', '5202', '1543', '825'),
('1590', 'Lõrinci', 'város', 'Heves', 'Hatvani', '2353', '5540', '2330'),
('1591', 'Lövõ', 'község', 'Gyõr-Moson-Sopron', 'Soproni', '1747', '1447', '572'),
('1592', 'Lövõpetri', 'község', 'Szabolcs-Szatmár-Bereg', 'Kisvárdai', '926', '428', '220'),
('1593', 'Lucfalva', 'község', 'Nógrád', 'Salgótarjáni', '1410', '595', '226'),
('1594', 'Ludányhalászi', 'község', 'Nógrád', 'Szécsényi', '2113', '1406', '492'),
('1595', 'Ludas', 'község', 'Heves', 'Gyöngyösi', '1079', '731', '378'),
('1596', 'Lukácsháza', 'község', 'Vas', 'Kõszegi', '936', '1114', '393'),
('1597', 'Lulla', 'község', 'Somogy', 'Tabi', '1039', '197', '95'),
('1598', 'Lúzsok', 'község', 'Baranya', 'Sellyei', '652', '201', '71'),
('1599', 'Mád', 'község', 'Borsod-Abaúj-Zemplén', 'Szerencsi', '3186', '1993', '1144'),
('1600', 'Madaras', 'község', 'Bács-Kiskun', 'Bácsalmási', '4931', '2564', '1462'),
('1601', 'Madocsa', 'község', 'Tolna', 'Paksi', '4333', '1841', '829'),
('1602', 'Maglóca', 'község', 'Gyõr-Moson-Sopron', 'Csornai', '577', '136', '52'),
('1603', 'Maglód', 'város', 'Pest', 'Vecsési', '2238', '12600', '4569'),
('1604', 'Mágocs', 'város', 'Baranya', 'Hegyháti', '4254', '2180', '950'),
('1605', 'Magosliget', 'község', 'Szabolcs-Szatmár-Bereg', 'Fehérgyarmati', '517', '318', '88'),
('1606', 'Magy', 'község', 'Szabolcs-Szatmár-Bereg', 'Baktalórántházai', '2070', '772', '318'),
('1607', 'Magyaralmás', 'község', 'Fejér', 'Móri', '2242', '1643', '633'),
('1608', 'Magyaratád', 'község', 'Somogy', 'Kaposvári', '1882', '710', '323'),
('1609', 'Magyarbánhegyes', 'község', 'Békés', 'Mezõkovácsházai', '3656', '1954', '1100'),
('1610', 'Magyarbóly', 'község', 'Baranya', 'Siklósi', '1722', '909', '368'),
('1611', 'Magyarcsanád', 'község', 'Csongrád-Csanád', 'Makói', '4802', '1268', '688'),
('1612', 'Magyardombegyház', 'község', 'Békés', 'Mezõkovácsházai', '765', '159', '161'),
('1613', 'Magyaregregy', 'község', 'Baranya', 'Komlói', '2681', '695', '328'),
('1614', 'Magyaregres', 'község', 'Somogy', 'Kaposvári', '1440', '571', '215'),
('1615', 'Magyarföld', 'község', 'Zala', 'Lenti', '889', '33', '29'),
('1616', 'Magyargéc', 'község', 'Nógrád', 'Szécsényi', '1235', '799', '294'),
('1617', 'Magyargencs', 'község', 'Veszprém', 'Pápai', '3801', '458', '268'),
('1618', 'Magyarhertelend', 'község', 'Baranya', 'Komlói', '1616', '554', '265'),
('1619', 'Magyarhomorog', 'község', 'Hajdú-Bihar', 'Berettyóújfalui', '3999', '745', '439'),
('1620', 'Magyarkeresztúr', 'község', 'Gyõr-Moson-Sopron', 'Csornai', '1673', '395', '216'),
('1621', 'Magyarkeszi', 'község', 'Tolna', 'Tamási', '3816', '1042', '614'),
('1622', 'Magyarlak', 'község', 'Vas', 'Szentgotthárdi', '762', '808', '309'),
('1623', 'Magyarlukafa', 'község', 'Baranya', 'Szigetvári', '1297', '89', '49'),
('1624', 'Magyarmecske', 'község', 'Baranya', 'Sellyei', '1195', '279', '112'),
('1625', 'Magyarnádalja', 'község', 'Vas', 'Körmendi', '385', '275', '90'),
('1626', 'Magyarnándor', 'község', 'Nógrád', 'Balassagyarmati', '1867', '999', '464'),
('1627', 'Magyarpolány', 'község', 'Veszprém', 'Ajkai', '2697', '1284', '524'),
('1628', 'Magyarsarlós', 'község', 'Baranya', 'Pécsi', '803', '220', '111'),
('1629', 'Magyarszecsõd', 'község', 'Vas', 'Körmendi', '1126', '397', '188'),
('1630', 'Magyarszék', 'község', 'Baranya', 'Komlói', '1386', '979', '387'),
('1631', 'Magyarszentmiklós', 'község', 'Zala', 'Nagykanizsai', '420', '225', '102'),
('1632', 'Magyarszerdahely', 'község', 'Zala', 'Nagykanizsai', '1622', '438', '164'),
('1633', 'Magyarszombatfa', 'község', 'Vas', 'Körmendi', '1594', '244', '134'),
('1634', 'Magyartelek', 'község', 'Baranya', 'Sellyei', '684', '193', '71'),
('1635', 'Majosháza', 'község', 'Pest', 'Szigetszentmiklósi', '1142', '1714', '649'),
('1636', 'Majs', 'község', 'Baranya', 'Mohácsi', '3206', '859', '393'),
('1637', 'Makád', 'község', 'Pest', 'Ráckevei', '3177', '1203', '534'),
('1638', 'Makkoshotyka', 'község', 'Borsod-Abaúj-Zemplén', 'Sárospataki', '1041', '757', '291'),
('1639', 'Maklár', 'község', 'Heves', 'Egri', '2801', '2463', '991'),
('1640', 'Makó', 'város', 'Csongrád-Csanád', 'Makói', '22923', '22048', '11246'),
('1641', 'Malomsok', 'község', 'Veszprém', 'Pápai', '2574', '490', '242'),
('1642', 'Mályi', 'község', 'Borsod-Abaúj-Zemplén', 'Miskolci', '1128', '4252', '1548'),
('1643', 'Mályinka', 'község', 'Borsod-Abaúj-Zemplén', 'Kazincbarcikai', '2421', '419', '250'),
('1644', 'Mánd', 'község', 'Szabolcs-Szatmár-Bereg', 'Fehérgyarmati', '517', '260', '107'),
('1645', 'Mándok', 'város', 'Szabolcs-Szatmár-Bereg', 'Záhonyi', '2891', '3872', '1459'),
('1646', 'Mánfa', 'község', 'Baranya', 'Komlói', '2770', '762', '323'),
('1647', 'Mány', 'község', 'Fejér', 'Bicskei', '4472', '2451', '873'),
('1648', 'Maráza', 'község', 'Baranya', 'Mohácsi', '970', '167', '105'),
('1649', 'Marcalgergelyi', 'község', 'Veszprém', 'Pápai', '776', '348', '174'),
('1650', 'Marcali', 'város', 'Somogy', 'Marcali', '10440', '11050', '5240'),
('1651', 'Marcaltõ', 'község', 'Veszprém', 'Pápai', '2209', '727', '334'),
('1652', 'Márfa', 'község', 'Baranya', 'Siklósi', '409', '151', '75'),
('1653', 'Máriahalom', 'község', 'Komárom-Esztergom', 'Esztergomi', '1084', '626', '283'),
('1654', 'Máriakálnok', 'község', 'Gyõr-Moson-Sopron', 'Mosonmagyaróvári', '1548', '2060', '658'),
('1655', 'Máriakéménd', 'község', 'Baranya', 'Bólyi', '1578', '532', '212'),
('1656', 'Márianosztra', 'község', 'Pest', 'Szobi', '2027', '819', '383'),
('1657', 'Máriapócs', 'város', 'Szabolcs-Szatmár-Bereg', 'Nyírbátori', '2209', '2001', '719'),
('1658', 'Markaz', 'község', 'Heves', 'Gyöngyösi', '2561', '1793', '811'),
('1659', 'Márkháza', 'község', 'Nógrád', 'Salgótarjáni', '631', '242', '113'),
('1660', 'Márkó', 'község', 'Veszprém', 'Veszprémi', '3441', '1805', '575'),
('1661', 'Markóc', 'község', 'Baranya', 'Sellyei', '579', '56', '30'),
('1662', 'Markotabödöge', 'község', 'Gyõr-Moson-Sopron', 'Csornai', '1629', '509', '238'),
('1663', 'Maróc', 'község', 'Zala', 'Letenyei', '516', '55', '70'),
('1664', 'Marócsa', 'község', 'Baranya', 'Sellyei', '1138', '73', '49'),
('1665', 'Márok', 'község', 'Baranya', 'Siklósi', '1593', '399', '183'),
('1666', 'Márokföld', 'község', 'Zala', 'Lenti', '744', '45', '40'),
('1667', 'Márokpapi', 'község', 'Szabolcs-Szatmár-Bereg', 'Vásárosnaményi', '2118', '573', '222'),
('1668', 'Maroslele', 'község', 'Csongrád-Csanád', 'Makói', '4656', '2028', '943'),
('1669', 'Mártély', 'község', 'Csongrád-Csanád', 'Hódmezõvásárhelyi', '3645', '1296', '578'),
('1670', 'Martfû', 'város', 'Jász-Nagykun-Szolnok', 'Szolnoki', '2308', '5869', '2936'),
('1671', 'Martonfa', 'község', 'Baranya', 'Pécsváradi', '569', '220', '87'),
('1672', 'Martonvásár', 'város', 'Fejér', 'Martonvásári', '3125', '5845', '2145'),
('1673', 'Martonyi', 'község', 'Borsod-Abaúj-Zemplén', 'Edelényi', '1757', '291', '185'),
('1674', 'Mátészalka', 'város', 'Szabolcs-Szatmár-Bereg', 'Mátészalkai', '4140', '15643', '7185'),
('1675', 'Mátételke', 'község', 'Bács-Kiskun', 'Bácsalmási', '2795', '491', '281'),
('1676', 'Mátraballa', 'község', 'Heves', 'Pétervásárai', '2636', '750', '429'),
('1677', 'Mátraderecske', 'község', 'Heves', 'Pétervásárai', '1399', '1946', '999'),
('1678', 'Mátramindszent', 'község', 'Nógrád', 'Bátonyterenyei', '1673', '768', '452'),
('1679', 'Mátranovák', 'község', 'Nógrád', 'Bátonyterenyei', '2697', '1607', '1054'),
('1680', 'Mátraszele', 'község', 'Nógrád', 'Salgótarjáni', '1697', '922', '467'),
('1681', 'Mátraszentimre', 'község', 'Heves', 'Gyöngyösi', '2129', '418', '287'),
('1682', 'Mátraszõlõs', 'község', 'Nógrád', 'Pásztói', '2917', '1473', '670'),
('1683', 'Mátraterenye', 'község', 'Nógrád', 'Bátonyterenyei', '2813', '1743', '885'),
('1684', 'Mátraverebély', 'község', 'Nógrád', 'Bátonyterenyei', '1840', '1793', '853'),
('1685', 'Mátyásdomb', 'község', 'Fejér', 'Enyingi', '3539', '771', '288'),
('1686', 'Matty', 'község', 'Baranya', 'Siklósi', '1690', '284', '145'),
('1687', 'Mátyus', 'község', 'Szabolcs-Szatmár-Bereg', 'Vásárosnaményi', '1103', '282', '141'),
('1688', 'Máza', 'község', 'Baranya', 'Komlói', '1069', '1149', '486'),
('1689', 'Mecseknádasd', 'község', 'Baranya', 'Pécsváradi', '3608', '1522', '637'),
('1690', 'Mecsekpölöske', 'község', 'Baranya', 'Komlói', '731', '355', '157'),
('1691', 'Mecsér', 'község', 'Gyõr-Moson-Sopron', 'Mosonmagyaróvári', '2109', '658', '291'),
('1692', 'Medgyesbodzás', 'község', 'Békés', 'Mezõkovácsházai', '3167', '941', '587'),
('1693', 'Medgyesegyháza', 'város', 'Békés', 'Mezõkovácsházai', '6429', '3370', '1831'),
('1694', 'Medina', 'község', 'Tolna', 'Szekszárdi', '2224', '730', '333'),
('1695', 'Megyaszó', 'község', 'Borsod-Abaúj-Zemplén', 'Szerencsi', '5342', '2569', '865'),
('1696', 'Megyehíd', 'község', 'Vas', 'Sárvári', '599', '333', '125'),
('1697', 'Megyer', 'község', 'Veszprém', 'Sümegi', '426', '31', '20'),
('1698', 'Meggyeskovácsi', 'község', 'Vas', 'Sárvári', '2464', '746', '337'),
('1699', 'Méhkerék', 'község', 'Békés', 'Sarkadi', '2585', '1943', '866'),
('1700', 'Méhtelek', 'község', 'Szabolcs-Szatmár-Bereg', 'Fehérgyarmati', '863', '637', '274'),
('1701', 'Mekényes', 'község', 'Baranya', 'Hegyháti', '1777', '253', '143'),
('1702', 'Mélykút', 'város', 'Bács-Kiskun', 'Jánoshalmai', '12347', '4686', '2778'),
('1703', 'Mencshely', 'község', 'Veszprém', 'Veszprémi', '1261', '279', '113'),
('1704', 'Mende', 'község', 'Pest', 'Nagykátai', '2715', '4265', '1528'),
('1705', 'Méra', 'község', 'Borsod-Abaúj-Zemplén', 'Encsi', '1512', '1550', '576'),
('1706', 'Merenye', 'község', 'Baranya', 'Szigetvári', '1447', '219', '120'),
('1707', 'Mérges', 'község', 'Gyõr-Moson-Sopron', 'Téti', '651', '122', '53'),
('1708', 'Mérk', 'nagyközség', 'Szabolcs-Szatmár-Bereg', 'Mátészalkai', '2508', '2016', '798'),
('1709', 'Mernye', 'község', 'Somogy', 'Kaposvári', '2593', '1236', '547'),
('1710', 'Mersevát', 'község', 'Vas', 'Celldömölki', '1054', '548', '235'),
('1711', 'Mesterháza', 'község', 'Vas', 'Sárvári', '419', '142', '80'),
('1712', 'Mesteri', 'község', 'Vas', 'Celldömölki', '1169', '252', '133'),
('1713', 'Mesterszállás', 'község', 'Jász-Nagykun-Szolnok', 'Mezõtúri', '4292', '638', '382'),
('1714', 'Meszes', 'község', 'Borsod-Abaúj-Zemplén', 'Edelényi', '1140', '152', '117'),
('1715', 'Meszlen', 'község', 'Vas', 'Szombathelyi', '1202', '204', '97'),
('1716', 'Mesztegnyõ', 'község', 'Somogy', 'Marcali', '4471', '1349', '565'),
('1717', 'Mezõberény', 'város', 'Békés', 'Békési', '11853', '9577', '4512'),
('1718', 'Mezõcsát', 'város', 'Borsod-Abaúj-Zemplén', 'Mezõcsáti', '10309', '5661', '2434'),
('1719', 'Mezõcsokonya', 'község', 'Somogy', 'Kaposvári', '3078', '1175', '449'),
('1720', 'Mezõd', 'község', 'Baranya', 'Hegyháti', '1041', '121', '68'),
('1721', 'Mezõfalva', 'nagyközség', 'Fejér', 'Dunaújvárosi', '8042', '4544', '1811'),
('1722', 'Mezõgyán', 'község', 'Békés', 'Sarkadi', '5987', '854', '501'),
('1723', 'Mezõhegyes', 'város', 'Békés', 'Mezõkovácsházai', '15544', '4610', '2878'),
('1724', 'Mezõhék', 'község', 'Jász-Nagykun-Szolnok', 'Mezõtúri', '8982', '345', '164'),
('1725', 'Mezõkeresztes', 'város', 'Borsod-Abaúj-Zemplén', 'Mezõkövesdi', '7426', '3556', '1665'),
('1726', 'Mezõkomárom', 'község', 'Fejér', 'Enyingi', '2905', '854', '410'),
('1727', 'Mezõkovácsháza', 'város', 'Békés', 'Mezõkovácsházai', '6259', '5592', '2926'),
('1728', 'Mezõkövesd', 'város', 'Borsod-Abaúj-Zemplén', 'Mezõkövesdi', '10049', '16021', '7612'),
('1729', 'Mezõladány', 'község', 'Szabolcs-Szatmár-Bereg', 'Kisvárdai', '1407', '981', '355'),
('1730', 'Mezõlak', 'község', 'Veszprém', 'Pápai', '2158', '955', '397'),
('1731', 'Mezõnagymihály', 'község', 'Borsod-Abaúj-Zemplén', 'Mezõkövesdi', '6186', '948', '502'),
('1732', 'Mezõnyárád', 'község', 'Borsod-Abaúj-Zemplén', 'Mezõkövesdi', '1406', '1620', '688'),
('1733', 'Mezõörs', 'község', 'Gyõr-Moson-Sopron', 'Gyõri', '4848', '1004', '347'),
('1734', 'Mezõpeterd', 'község', 'Hajdú-Bihar', 'Berettyóújfalui', '1823', '584', '259'),
('1735', 'Mezõsas', 'község', 'Hajdú-Bihar', 'Berettyóújfalui', '2639', '566', '299'),
('1736', 'Mezõszemere', 'község', 'Heves', 'Füzesabonyi', '2148', '1001', '605'),
('1737', 'Mezõszentgyörgy', 'község', 'Fejér', 'Enyingi', '2712', '1250', '458'),
('1738', 'Mezõszilas', 'község', 'Fejér', 'Sárbogárdi', '6497', '2017', '820'),
('1739', 'Mezõtárkány', 'község', 'Heves', 'Füzesabonyi', '4061', '1569', '702'),
('1740', 'Mezõtúr', 'város', 'Jász-Nagykun-Szolnok', 'Mezõtúri', '28972', '15500', '7801'),
